Number,입력문장,BEST1,BEST2,BEST3
199,간신히 메뉴가 결정되면 식당 방향으로 발걸음을 옮긴다. ,간신히 메뉴가 결정되면 식당 방향으로 발걸음을 옮긴다. ,간신히 메뉴가 결정된다면 식당 방향으로 발걸음을 옮긴다. ,간신히 메뉴가 정해지면 식당 방향으로 발걸음을 옮긴
200,간신히 메뉴가 정해지면 음식을 파는 가게 쪽으로 걸어간다. ,간신히 메뉴가 정해지면 음식을 파는 가게 쪽으로 걸어간다. ,메뉴가 간신히 정해지면 음식을 파는 가게 쪽으로 걸어간다. ,간신히 메뉴가 정해지면 음식을 파는 가게 쪽으로 걸어간다. 
201,가까운 데서 또 방범대원들이 불고 가는 호루라기 소리가 들렸다. ,가까운 데서 또 방범대원들이 불고 가는 호루라기 소리가 들렸다. ,가까운 데서 다시 방범대원들이 불고 가는 호루라기 소리가 들렸다. ,가까운 데서 또 방범대원들이 불고 가는 호루라기 소리가 들렸다. 
202,방범대원들이 호루라기를 불고 가는 소리가 가까이에서 또 들렸다. ,가까이에서 방범대원들이 호루라기를 불고 가는 소리가 들렸다. ,방범대원들이 호루라기를 불고 가는 소리가 가까이에서 또 들렸다,가까이에서 방범대원들이 호루라기를 불고 가는 소리가 또 들렸다
203,가까운 곳에서 방범대원들이 호루라기릍 불고 가는 소리가 다시 들려왔다. ,가까운 곳에서 방범대원들이 호루라기릍 불고 가는 소리가 다시 들려왔다. ,근처에 방범대원들이 호루라기릍 불고 가는 소리가 다시 들려왔다,근처에 방범대원들이 호루라기릍 불고 가는 소리가 또다시 들려
204,가까이 가보니 그 여자는 박박 얽은 곰보인 데다가 들창코인 천하의 박색이었다. ,가까이 가보니 그 여자는 박박 얽은 곰보인 데다가 들창코인 천하의 박색이었다. ,가까이 가보니 그 여자는 박박 얽은 곰보인 데다가 들창코인 천하의 박색이었다. ,가까이 가보니까 그 여자는 박박 얽은 곰보인 데다가 들창코인 천하의 박색이었다
205,지근거리에서 보니 그 여자는 마맛자국이 있는 데다가 들창코로 아주 못생긴 얼굴이었다. ,지근거리에서 보니 그 여자는 마맛자국이 있는 데다가 들창코로 아주 못생긴 얼굴이었다. ,지근거리에서 보니까 그 여자는 마맛자국이 있는 데다가 들창코로 아주 못생긴 얼굴이었다,지근거리에서 보니 그 여자는 마맛자국이 있는 데다가 들창코로 아주 못생긴 얼굴이었다. 
206,그녀는 천하의 박색이라고 할 수 있는데 곰보일 뿐 아니라 들창코였다. ,그녀는 천하의 박색이라고 할 수 있는데 곰보일 뿐 아니라 들창코였다. ,그녀는 천하의 박색이라고 할 수 있는데 곰보일 뿐만이 아니라 들창코였다,그녀는 천하의 박색이라고 할 수 있는데 곰보일 뿐만이 아니라 들창코를 
207,가까이 가자 박 목사님은 싱긋 웃으면서 말했다. ,박 목사님은 가까이 가자 싱긋 웃으면서 말했다. ,가까이 가자 박 목사님은 싱긋 웃으면서 말했다. ,박 목사님은 가까이 가자 싱긋 웃으면서 말했다. 
208,바싹 다가가자 박 목사님은 싱긋이 미소지으면서 말했다. ,박 목사님은 바싹 다가가자 싱긋이 미소지으면서 말했다. ,바싹 다가가자 박 목사님은 싱긋이 미소지으면서 말했다. ,박 목사님은 바싹 다가가자 싱긋이 미소지으면서 말을 했다
209,박 목사님이 싱긋 웃으면서 말한 건 내가 가까이 갔기 때문이다. ,내가 가까이 갔기 때문에 박 목사님이 싱긋 웃으면서 말했다. ,내가 가까이 갔기 때문에 박 목사님이 싱긋 웃으면서 말했습니다,내가 가까이 갔기 때문에 박 목사님이 싱긋 웃으면서 말한 
210,가까이 다가온 기사가 못내 아쉬운 감정을 털어내지 못하고 혼잣말처럼 뇌까렸다. ,가까이 다가온 기사가 못내 아쉬운 감정을 털어내지 못하고 혼잣말처럼 뇌까렸다. ,가까이 다가온 기사가 못내 아쉬운 감정을 털어내지 못하고 혼잣말처럼 뇌까렸다. ,가까이 접근한 기사가 못내 아쉬운 감정을 털어내지 못하고 혼잣말처럼 뇌까렸다. 
211,기사는 가까이 다가와 아쉬운 감정을 털어내지 못하고 혼자서 하는 말처럼 뇌까렸다. ,기사는 가까이 다가와 아쉬운 감정을 털어내지 못하고 혼자서 하는 말처럼 뇌까렸다. ,기사는 가까이 다가와 아쉬운 감정을 털어내지 못하고 혼자서 하는 말처럼 뇌까렸다. ,기사는 가까이 다가와 아쉬운 감정을 털어내지 못하고 혼자서 하는 말처럼 뇌까렸다.
212,기사는 감정을 털어내지 못한 채 가까이 와서 혼잣말처럼 뇌까렸다. ,기사는 감정을 털어내지 못한 채 가까이 와서 혼잣말처럼 뇌까렸다. ,기사는 감정을 털어내지 못한 채로 가까이 와서 혼잣말처럼 뇌까렸다,기사는 감정을 털어내지 못한 채로 가까이 와서 혼잣말처럼 뇌까. 
213,"""가까이 있는 거미줄을 건드려 보아서 주인이 나오지 않으면, 분명히 집이 비어 있다는 증거이다."" ","""가까이 있는 거미줄을 건드려 보아서 주인이 나오지 않으면, 분명히 집이 비어 있다는 증거이다."" ","""가까이에 있는 거미줄을 건드려 보아서 주인이 나오지 않으면, 분명히 집이 비어 있다는 증거이다."" ","""가까이 있는 거미줄을 건드려 보아서 주인이 나오지 않으면, 분명히 집이 비어 있다는 증거이다."" "
214,"""가까이 있는 거미줄을 만졌는데도 주인이 나오지 않으면, 빈집임이 분명하다."" ","""가까이 있는 거미줄을 만졌는데도 주인이 나오지 않으면, 빈집임이 분명하다."" ","""가까이 있는 거미줄을 만졌는데도 주인이 나오지 않으면, 빈집임이 분명하다."" ","""가까이 있는 거미줄을 만졌는데도 주인이 나오지 않으면, 빈집임이 분명하다./"
215,가까이 있는 거미줄을 건드렸는데도 주인이 나오지 않는다면 빈집일 가능성이 아주 높다. ,가까이 있는 거미줄을 건드렸는데도 주인이 나오지 않는다면 빈집일 가능성이 아주 높다. ,가까이 있는 거미줄을 건드렸는데도 주인이 나오지 않는다면 빈집일 가능성이 매우 높다. ,가까이 있는 거미줄을 건드렸는데도 주인이 나오지 않는다면 빈집일 가능성이 상당히 높다
216,가끔은 감정가는 데로 살고싶음에 배고파한다. ,가끔은 감정가는 데로 살고싶음에 배고파한다. ,가끔은 감정하는 데로 살고싶음에 배고파한다. ,가끔은 감정가는 데로 살고싶음에 배고파한다. 
217,때로는 감정이 움직이는 대로 살고 있다고 진심으로 생각한다. ,때로는 감정이 움직이는 대로 살고 있다고 진심으로 생각한다. ,때로는 감정이 움직이는 대로 살고 있다고 진심으로 생각한다. ,때로는 감정이 움직이는 대로 살고 있다고 진심으로 생각한다.
218,항상 그런 것은 아니지만 감정 가는 대로 살고 싶다는 생각이 절실할 때가 있다. ,항상 그런 것은 아니지만 감정 가는 대로 살고 싶다는 생각이 절실할 때가 있다. ,매번 그런 것은 아니지만 감정 가는 대로 살고 싶다는 생각이 절실할 때가 있다,늘 그런 것은 아니지만 감정 가는 대로 살고 싶다는 생각이 절실할 때가 있다
219,가끔은 '함량 미달'인 사람이 칭찬 주인공에 선정돼 물의를 빚는 일도 있다고 들었습니다. ,가끔은 '함량 미달'인 사람이 칭찬 주인공에 선정돼 물의를 빚는 일도 있다고 들었습니다. ,가끔은 '함량 미달'인 사람이 칭찬 주인공에 뽑혀 물의를 빚는 일도 있다고 들었습니다. ,가끔은 '함량 미달'인 사람이 칭찬 주인공에 선정돼 물의를 빚는 일도 있다고 들었습니다. 
220,칭찬 주인공으로 선정된 사람이 함량 미달이라 이따금 논란이 되는 일도 있다고 들었습니다. ,칭찬 주인공으로 선정된 사람이 함량 미달이라 이따금 논란이 되는 일도 있다고 들었습니다. ,칭찬 주인공으로 뽑힌 사람이 함량 미달이라 이따금 논란이 되는 일도 있다고 들었습니다. ,칭찬 주인공으로 선정된 사람이 함량 미달이라 이따금 논란되는 일도 있다고 들었습니다. 
221,칭찬 주인공으로 선정된 사람 중에 가끔 함량미달인 경우가 있어서 물의를 빚기도 한다고 들었습니다. ,칭찬 주인공으로 뽑힌 사람 중에 가끔 함량미달인 경우가 있어서 물의를 빚기도 한다고 들었습니다. ,칭찬 주인공으로 선정된 사람 중에 가끔 함량미달인 경우가 있어서 물의를 빚기도 한다고 들었습니다. ,칭찬 주인공으로 뽑힌 사람 중에 가끔 함량미달인 경우가 있기 때문에 물의를 빚기도 한다고 들었습니다
222,가난한 사람들에게 봄이란 그렇게 고마울 수 없읍니다. ,가난한 사람들에게 봄이란 그렇게 고마울 수 없읍니다. ,가난한 사람들에게 봄이란 그리 고마울 수 없읍니다. ,가난한 사람들에게 봄이란 그렇게 고마울 수 없읍니다.
223,살림살이가 넉넉하지 못한 사람들에게 봄이란 매우 감사하답니다. ,살림살이가 넉넉하지 못한 사람들에게 봄이란 매우 감사하답니다. ,봄이란 살림살이가 넉넉하지 못한 사람들에게 매우 감사하답니다. ,살림살이가 넉넉하지 못한 사람들에게 봄이란 매우 감사하답니다. 
224,봄이란 가난한 사람들에게 매우 고마운 계절입니다. ,봄이란 가난한 사람들에게 매우 고마운 계절입니다. ,봄이란 가난한 사람들에게 아주 고마운 계절입니다. ,가난한 사람들에게 매우 고마운 계절이 봄이라는 것
225,가뜩이나 힘 빠졌던 서울 증시는 외국인들이 매도 공세를 펼치자 그로기 상태에 빠졌다. ,가뜩이나 힘 빠졌던 서울 증시는 외국인들이 매도 공세를 펼치자 그로기 상태에 빠졌다. ,가끔이나 힘 빠졌던 서울 증시는 외국인들이 매도 공세를 펼치자 그로기 상태에 빠졌다. ,서울 증시는 가뜩이나 힘 빠졌던 서울 증시는 외국인들이 매도 공세를 펼치자 그로기 상태에 
226,외국인들이 매도 공세를 펼치자 가뜩이나 힘 빠졌던 서울 증시가 그로기 상태에 빠졌다. ,외국인들이 매도 공세를 펼치자 가뜩이나 힘 빠졌던 서울 증시가 그로기 상태에 빠졌다. ,외국인들이 매도 공세를 펼치자 가끔이나 힘 빠졌던 서울 증시가 그로기 상태에 빠졌다. ,외국인들이 매도 공세를 펼치자 가뜩이나 힘 빠졌던 서울 증시가 그로기 상태에 빠졌다.
227,"""가뜩이나 힘 빠졌던 서울 증시는 그로기 상태에 빠졌는데, 이는 외국인들이 매도 공세를 펼쳤기 때문이다. "" ","""외국인들이 매도 공세를 펼쳤기 때문에 가뜩이나 힘 빠졌던 서울 증시는 그로기 상태에 빠졌는데, 이는 그로기 상태였다. "" ","""외국인들이 매도 공세를 펼쳤기 때문에 가뜩이나 힘 빠졌던 서울 증시는 그로기 상태에 빠졌는데, 이는 그로기 상태에 빠졌","""외국인들이 매도 공세를 펼쳤기 때문에 가뜩이나 힘 빠졌던 서울 증시는 그로기 상태에 빠졌는데, 이는 그로기 상태에 빠졌다"
228,가락동 중앙정치 교육원 매각 문제가 민자당 경선싸움에서 새 이슈로 부각되고 있다. ,가락동 중앙정치 교육원 매각 문제가 민자당 경선싸움에서 새 이슈로 부각되고 있다. ,가락동 중앙정치 교육원 매각 문제가 민자당 경선싸움에서 새로운 이슈로 부각되고 있다. ,가락동 중앙정치 교육원 매각 문제가 민자당 경선싸움에서 새 이슈로 부각되고 있다. 
229,민주자유당 경선싸움에서 가락동 중앙정치 교육원 매각 문제가 새 이슈로 주목받고 있다. ,민주자유당 경선싸움에서 가락동 중앙정치 교육원 매각 문제가 새로운 이슈로 관심을 끌고 있다. ,민주자유당 경선싸움에서 가락동 중앙정치 교육원 매각 문제가 새로운 문제로 관심을 끌고 있다. ,민주자유당 경선싸움에서 가락동 중앙정치 교육원 매각 문제가 새 이슈로 관심을 끌고 있다. 
230,민주자유당 경선싸움에서 새로운 쟁점으로 부각된 건 가락동 중앙정치 교육원 매각 문제이다. ,민주자유당 경선싸움에서 새로운 쟁점으로 부각된 건 가락동 중앙정치 교육원 매각 문제이다. ,민주자유당 경선싸움에서 새로운 쟁점으로 부각된 건 가락동 중앙정치 교육원 매각 문제가 문제이다,민주자유당 경선싸움에서 새로운 쟁점으로 부각된 건 가락동 중앙정치 교육원 매각 문제다. 
231,"""가령 경주는 우리 수천 년의 역사와 예술의 발상지이고, 유수한 관광 도시이다."" ","""가령 경주는 우리 수천 년의 역사와 예술의 발상지이고, 유수한 관광 도시이다."" ","""가령 경주는 우리 수천 년의 역사와 예술의 발상지이고, 유수한 관광 도시이다."" ","""가령 경주가 우리 수천 년의 역사와 예술의 발상지이고, 유수한 관광 도시이다."" "
232,"""예컨대 경주는 우리 수천 년의 역사와 예술이 처음 나타난 곳이며, 유수한 관광 도시이다. "" ","""예컨대 경주는 우리 수천 년의 역사와 예술이 처음 나타난 곳이며, 유수한 관광 도시이다. "" ","""예를 들면 경주는 우리 수천 년의 역사와 예술이 처음 나타난 곳이며, 유수한 관광 도시이다. "" ","""예를 들자면 경주는 우리 수천 년의 역사와 예술이 처음 나타난 곳이며, 유수한 관광 도시이다. "
233,가정해서 말하자면 경주는 우리 수천 년의 역사와 예술이 처음 나타난 곳이고 빼어난 관광 도시이다. ,가정해서 경주는 우리 수천 년의 역사와 예술이 처음 나타난 곳이고 빼어난 관광 도시이다. ,가정적으로 말하자면 경주는 우리 수천 년의 역사와 예술이 처음 나타난 곳이고 빼어난 관광 ,"""가정해서 경주는 우리 수천 년의 역사와 예술이 처음 나타난 곳, 빼어난 관광 도시이다"
234,"""가령, 신경이 둔한 세일즈맨은 사람들 앞에서 상대의 열등감을 자극하는 말을 예사로 지껄인다."" ","""가령, 신경이 둔한 세일즈맨은 사람들 앞에서 상대의 열등감을 자극하는 말을 예사로 지껄인다."" ","""가령, 신경이 둔한 세일즈맨은 사람들 앞에 상대의 열등감을 자극하는 말을 예사로 지껄인다."" ","""가령, 신경이 둔한 세일즈맨은 사람들 앞에서 상대의 열등감을 자극하는 말을 예사로 지껄인다./"
235,"""예컨대, 신경이 무딘 외판원은 군중 앞에서 상대방의 콤플렉스를 자극하는 말을 지껄이는 일이 다반사이다. "" ","""예컨대, 신경이 무딘 외판원은 군중 앞에서 상대방의 콤플렉스를 자극하는 말을 지껄이는 일이 다반사이다. "" ","""예를 들자, 신경이 무딘 외판원은 군중 앞에서 상대방의 콤플렉스를 자극하는 말을 지껄이는 일이 다반사이다. "" ","""예를 들컨대, 신경이 무딘 외판원은 군중 앞에서 상대방의 콤플렉스를 자극하는 말을 지껄이는 일이 다반사이다. "
236,"""이를 테면, 사람들 앞에서 상대의 콤플렉스를 건드리는 말을 다반사로 지껄이는 건 신경이 둔한 세일즈맨이다. "" ","""이를 테면, 사람들 앞에서 상대의 콤플렉스를 건드리는 말을 다반사로 지껄이는 건 신경이 둔한 세일즈맨이다. "" ","""이를 테면, 사람들 앞에서 상대의 콤플렉스를 건드리는 말을 다반사로 지껄이는 건 신경이 둔한 세일즈맨이다. "" ","""이를 테면, 사람들 앞에서 상대의 콤플렉스를 건드리는 말을 다반사로 지껄이는 것은 신경이 둔한 세일즈맨이다. "" "
237,"""가로 0.3m, 세로 0.2m인 직사각형 모양의 타일이 있다."" ","""가로 0.3m, 세로 0.2m인 직사각형 모양의 타일이 있다."" ","""직사각형 모양의 타일이 가로 0.3m, 세로 0.2m인 직사각","""직사각형 모양의 타일이 가로 0.3m, 세로 0.2m인 직사다"
238,"""가로 300mm, 세로 200mm인 직사각형 모양의 타일이 있다. "" ","""가로 300mm, 세로 200mm인 직사각형 모양의 타일이 있다. "" ","""가로 300mm, 세로 200mm인 직사각형 형태의 타일이 있다. "" ","""직사각형 모양의 타일이 가로 300mm, 세로 200mm인 직사각"
239,"""그 타일은 가로 30cm, 세로 20cm로 긴네모꼴을 하고 있다. "" ","""그 타일은 가로 30cm, 세로 20cm로 긴네모꼴을 하고 있다. "" ","""그 타일은 가로 30cm, 세로 20cm로 긴네모꼴을 하고 있다."" ","""그 타일은 가로 30cm, 세로 20cm로 긴네모꼴을 이루고 있다. "
